"stop_id","suspect_race_description","demeanor_of_person_stopped"
"2019-8155",BLACK,ANGRY
"2019-8156",BLACK,UPSET
"2019-8158",BLACK,ANGRY
"2019-8159",BLACK,NORMAL/CALM
"2019-8160",BLACK,CALM
"2019-8161",BLACK,CALM
"2019-8162",BLACK,CALM
"2019-8163",BLACK,CALM
"2019-8164",BLACK,NORMAL
"2019-8165",BLACK,FLED
"2019-8166",BLACK,CALM
"2019-8167",WHITE HISPANIC,CALM
"2019-8168",BLACK,AGITATED
"2019-8169",BLACK,"NOT COOPERATIVE, VERBALLY COMBATIVE"
"2019-8170",BLACK,CALM
"2019-8172",BLACK,ANXIOUS
"2019-8173",BLACK,NERVOUS. AVOIDING POLICE INTERACTIONS
"2019-8174",BLACK,NORMAL
"2019-8176",BLACK,NICE
"2019-8177",BLACK,CALM
"2019-8178",BLACK,CALM
"2019-8179",BLACK,NERVOUS
"2019-8180",WHITE HISPANIC,SURPRISED
"2019-8181",BLACK,DISORIENTED
"2019-8182",BLACK,CALM
"2019-8184",BLACK,NERVOUS
"2019-8185",BLACK,CALM
"2019-8186",BLACK,CALM
"2019-8187",BLACK,ANNOYED
"2019-8188",BLACK,IRITATED
"2019-8189",BLACK,CALM
"2019-8190",BLACK,"LAUGHING, CALM"
"2019-8191",BLACK,CALM/UNDERSTANDING
"2019-8192",BLACK,HAD AN ATTITUDE
"2019-8193",BLACK,THANKED OFFICERS AND WENT ON HIS WAY
"2019-8194",BLACK,CONFRONTATIONAL
"2019-8195",BLACK HISPANIC,APPARENTLY NORMAL/CONFUSED
"2019-8196",BLACK,CALM/COOPERATIVE
"2019-8197",BLACK,UNDERSTANDING
"2019-8199",BLACK,UPSET
"2019-8200",BLACK,UPSET
"2019-8201",BLACK,CALM
"2019-8203",BLACK,COMPLIANT
"2019-8204",BLACK,CALM/UNDERSTANDING
"2019-8205",BLACK,NORMAL
"2019-8206",BLACK,NORMAL
"2019-8208",BLACK,CALM
"2019-8209",WHITE HISPANIC,CALM
"2019-8210",BLACK,UNDERSTANDING
"2019-8211",BLACK,FRIENDLY
"2019-8212",BLACK,ANGRY
"2019-8213",BLACK,CALM
"2019-8214",BLACK,ANGRY
"2019-8215",BLACK,UNHAPPY
"2019-8216",BLACK,CO OPERATIVE
"2019-8217",BLACK,AGGRESSIVE
"2019-8218",BLACK,LAUGHING
"2019-8219",BLACK,CALM
"2019-8221",BLACK,"CALM, COMPLIANT, POSSIBLY INTOX"
"2019-8222",BLACK,"IRATE, NERVOUS"
"2019-8223",BLACK,CALM
"2019-8224",BLACK,NERVOUS
"2019-8225",BLACK,ANXIOUS
"2019-8226",WHITE HISPANIC,NERVOUS-AGGITATED
"2019-8227",BLACK,UNCOOPERATIVE AND WALKED OFF
"2019-8228",BLACK,CALM
"2019-8229",BLACK,CALM
"2019-8230",BLACK,UPSET AND NERVOUS.
"2019-8231",BLACK,CALM
"2019-8232",BLACK,CALM
"2019-8233",BLACK,UPSET
"2019-8234",BLACK,UPSET
"2019-8235",BLACK,CALM
"2019-8236",BLACK,ANNOYED
"2019-8237",BLACK,ANGRY
"2019-8238",BLACK,CALM
"2019-8239",BLACK,COMPLIANT
"2019-8240",BLACK,COOPERATIVE
"2019-8241",BLACK,CALM
"2019-8242",WHITE HISPANIC,NERVOUS
"2019-8244",BLACK,NERVOUS
"2019-8245",BLACK,NERVOUS
"2019-8246",BLACK,ANGRY
"2019-8247",BLACK,CALM
"2019-8248",BLACK,UNDERSTANDING
"2019-8249",BLACK,CALM
"2019-8250",BLACK,CALM
"2019-8251",BLACK,UPSET
"2019-8252",BLACK,CALM/COOPERATIVE
"2019-8253",WHITE HISPANIC,"CALM, COOPERATIVE"
"2019-8254",BLACK,CALM
"2019-8255",BLACK,NERVOUS
"2019-8256",BLACK,CALM
"2019-8257",BLACK,CALM
"2019-8258",BLACK,CALM
"2019-8259",BLACK,CALM
"2019-8260",BLACK,CALM
"2019-8261",BLACK,CALM
"2019-8262",BLACK,COMBATIVE
"2019-8263",BLACK,COMPLIANT
"2019-8264",BLACK,SUBJECT ATTEMPTED TO FLEE/BRIEF STRUGGLE
"2019-8265",BLACK,CALM
"2019-8267",WHITE HISPANIC,CALM
"2019-8268",BLACK,HIGHLY AGGRESSIVE
"2019-8269",WHITE HISPANIC,SWEATY AND OUT OF BREATH
"2019-8270",BLACK,INTOXICATED
"2019-8271",BLACK,CALM
"2019-8272",BLACK,CALM
"2019-8274",BLACK,NERVOUS
"2019-8275",BLACK,ANNOYED
"2019-8276",BLACK,BELLIGERENT
"2019-8277",BLACK,BELLIGERENT
"2019-8278",BLACK,"NERVOUS, HEART BEATING OUT OF CHEST"
"2019-8279",BLACK,NERVOUS
"2019-8280",BLACK,UPSET
"2019-8281","",UPSET
"2019-8282",BLACK,ANGRY
"2019-8283",BLACK,RELAXED
"2019-8284",BLACK,COOPERATIVE
"2019-8285",BLACK,CALM/COOPERATIVE
"2019-8286",BLACK,CALM
"2019-8287",BLACK,CALM
"2019-8288",BLACK,ANGRY
"2019-8289",BLACK,CALM
"2019-8290",BLACK,CALM
"2019-8291",BLACK,NORMAL
"2019-8292",WHITE HISPANIC,"NERVOUS, ANXIOUS"
"2019-8294",BLACK,ANGRY
"2019-8295",BLACK,GOOD
"2019-8296",BLACK,CALM
"2019-8297",BLACK,COMPLAINT
"2019-8298",BLACK,IRRITATED
"2019-8299",BLACK,CALM
"2019-8300",BLACK,CALM
"2019-8301",WHITE,CALM
"2019-8302",BLACK,CALM
"2019-8303",BLACK,IRATE
"2019-8304",WHITE HISPANIC,CALM
"2019-8305",BLACK,NERVOUS
"2019-8306",BLACK,COMBATIVE
"2019-8307",BLACK,SWEATING
"2019-8308",BLACK,APOLOGETIC
"2019-8309",BLACK,ANGRY
"2019-8310",BLACK,CALM
"2019-8311",BLACK,"NERVIOUS, UNCOOPERATIVE & RESTRAINED"
"2019-8312",BLACK,COMBATIVE
"2019-8313",BLACK,NOT COOPERATIVE
"2019-8314",BLACK,NERVOUS
"2019-8315",BLACK,"NERVOUS,REFUSED INSTRUCTIONS"
"2019-8316",BLACK,CALM
"2019-8317",ASIAN / PACIFIC ISLANDER,UPSET
"2019-8318",BLACK,YELLING
"2019-8320",BLACK,CALM
"2019-8321",BLACK,COOPERATIVE
"2019-8322",BLACK,IRRATE
"2019-8323",BLACK,RELAXED
"2019-8324",BLACK,RELAXED
"2019-8326","",APPARENTLY NORMAL
"2019-8327",WHITE HISPANIC,CALM AND COOPERATIVE
"2019-8328",WHITE,CALM
"2019-8329",BLACK,CALM
"2019-8330",BLACK,ANNOYED
"2019-8331",BLACK,NERVOUS
"2019-8332",BLACK,NERVOUS
"2019-8333",BLACK,UNCOOPERATIVE
"2019-8334",BLACK,COOPERATIVE
"2019-8335",BLACK,IRRITATED
"2019-8336",WHITE HISPANIC,ANGRY AND AGGRAVATED
"2019-8337",BLACK,UNCOOPERATIVE
"2019-8338",BLACK,UPSET/ ANNOYED
"2019-8339",BLACK,NORMAL
"2019-8342",BLACK,AGGRESSIVE TOWARDS POTENTIAL C/V'S AND AGITATED
"2019-8343",BLACK,UPSET/UNCOOPERATIVE
"2019-8344",BLACK,DEFENSIVE
"2019-8345",BLACK,COMBATIVE
"2019-8346",BLACK,COOPERATIVE
"2019-8347",WHITE HISPANIC,UPSET
"2019-8348",BLACK,ANGRY
"2019-8349",BLACK,AGITATED
"2019-8350",BLACK,CALM
"2019-8351",BLACK,CALM
"2019-8352",BLACK,UPSET
"2019-8353",WHITE,ANGRY
"2019-8354",BLACK,ANGRY
"2019-8355",BLACK,CALM COLLECTED
"2019-8356",BLACK,CALM
"2019-8358",BLACK,COMBATIVE
"2019-8360",WHITE HISPANIC,CALM AND COOPERATIVE
"2019-8361",BLACK,IRRITATED
"2019-8362",WHITE HISPANIC,AGGRAVATED
"2019-8363",BLACK,NERVOUS/AGITATED
"2019-8364",BLACK,CALM
"2019-8365",BLACK,CALM
"2019-8366",BLACK,CALM AND POLITE
"2019-8367",BLACK,NERVOUS
"2019-8368",BLACK,ANGRY AND HOSTILE
"2019-8369",WHITE HISPANIC,CALM
"2019-8370",BLACK,CALM AND COOPERATIVE
"2019-8371",BLACK,NERVOUS/AGITATED
"2019-8373",BLACK,FRIENDLY
"2019-8375",BLACK,FLARING HIS ARMS USING OBSCENE LANGUAGE
"2019-8376",BLACK,CALM AND COOPERATIVE
"2019-8377",WHITE HISPANIC,UPSET
"2019-8378",BLACK,COOPERATIVE
"2019-8379",BLACK,COMPLIENT
"2019-8380",BLACK,CALM
"2019-8381",BLACK,CALM & COMPLIANT
"2019-8382",BLACK,IRRATE
"2019-8384",BLACK,IRRATE
"2019-8385",BLACK,IRRATE
"2019-8386",BLACK HISPANIC,UPSET
"2019-8387",BLACK,IRATE/COMBATIVE
"2019-8389",BLACK,COOPERATIVE
"2019-8390",BLACK,CALM
"2019-8391",BLACK,COOPERATVIE
"2019-8392",BLACK,CALM
"2019-8393",BLACK,A COMPLETE GENTLEMAN. VERY UNDERSTANDING AND COURTEOUS
"2019-8394",BLACK,NERVOUS
"2019-8395",BLACK,CALM
"2019-8396",BLACK,CALM
"2019-8397",BLACK,NERVOUS
"2019-8398",BLACK,"CAL,"
"2019-8399",BLACK,NERVOUS
"2019-8400",BLACK,C�LM
"2019-8401",BLACK,"CALM, UNDERSTADNING"
"2019-8402",BLACK,ANGRY
"2019-8404",BLACK,NERVOUS
"2019-8405",BLACK,CALM
"2019-8406",BLACK,NERVOUS
"2019-8408",BLACK,CALM
"2019-8409",BLACK,"VIOLENT, COMBATIVE"
"2019-8410",BLACK,CALM
"2019-8411",WHITE,AIDED HAD AUTISM
"2019-8412",BLACK,QUIET
"2019-8413",BLACK,NERVOUS
"2019-8414",BLACK,UNDERSTANDING
"2019-8415",BLACK,CALM
"2019-8416","",AGGRAVATED
"2019-8417","",AGGRAVATED
"2019-8418",BLACK,AGGRAVATED
"2019-8419",BLACK,CALM
"2019-8420",BLACK,CALM
"2019-8421",BLACK,NERVOUS
"2019-8422",BLACK,QUIET
"2019-8423",BLACK,NERVOUS
"2019-8426",BLACK,UPSET
"2019-8427",BLACK,UPSET
"2019-8428",BLACK,UNDERSTANDING
"2019-8429",BLACK,UNDERSTANDING
"2019-8430",BLACK,NERVOUS
"2019-8431","",NEROUS
"2019-8432",BLACK,CALM
"2019-8433",WHITE HISPANIC,UPSET
"2019-8434",BLACK,UNDERSTANDING
"2019-8435",BLACK,UNDERSTANDING
"2019-8436",WHITE HISPANIC,CALM
"2019-8437",BLACK,UPSET
"2019-8438",BLACK,UPSET
"2019-8439",BLACK,UNCOOPERATIVE
"2019-8440",WHITE HISPANIC,CALM
"2019-8441",BLACK,ANNOYED
"2019-8442",BLACK,CALM
"2019-8443",WHITE HISPANIC,AGITATED
"2019-8444",BLACK,ANNOYED
"2019-8445",WHITE HISPANIC,"CONFUSED, COMPLIANT , HELPFULL"
"2019-8446",BLACK,AGGITATED
"2019-8447",BLACK,NICE
"2019-8448",BLACK HISPANIC,IRRATE
"2019-8449",BLACK,AGITATED
"2019-8450",BLACK,CALM
"2019-8451",BLACK,CALM
"2019-8452",BLACK,ANGRY
"2019-8453",BLACK,POSITIVE
"2019-8454",BLACK,POSITIVE
"2019-8456",BLACK,UNDERSTANDING
"2019-8457",BLACK,NERVOUS
"2019-8458",BLACK,AGITATED
"2019-8460",BLACK,NERVOUS
"2019-8461",BLACK,CALM
"2019-8462",BLACK,AGGRAVATED
"2019-8463",BLACK,ANGRY
"2019-8464",BLACK,NERVOUS
"2019-8466",WHITE HISPANIC,CALM
"2019-8467",BLACK,UPSET
"2019-8468",BLACK,CALM
"2019-8469",BLACK,COMBATIVE
"2019-8470",WHITE HISPANIC,CALM
"2019-8471",BLACK,COOPERATIVE
"2019-8472",BLACK,COOPERATIVE
"2019-8474",BLACK,CALM
"2019-8475",BLACK,CALM
"2019-8476",BLACK,COOPERATIVE
"2019-8478",BLACK,CALM
"2019-8479",BLACK,CALM
"2019-8480",BLACK,EMOTIONALLY DISTURBED
"2019-8481",BLACK,UPSET
"2019-8482",BLACK,UPSET
"2019-8483",BLACK,ANGRY
"2019-8484",WHITE HISPANIC,UNDERSTANDING
"2019-8485",BLACK,NERVOUS
"2019-8486",BLACK,COMBATIVE
"2019-8487",BLACK,COMBATIVE
"2019-8488",BLACK,ANNOYED
"2019-8489",BLACK,ANNOYED
"2019-8490",BLACK,CALM
"2019-8491",BLACK HISPANIC,UPSET
"2019-8492",BLACK,UPSET
"2019-8493",BLACK,CALM
"2019-8494",BLACK,UNCOOPERATIVE
"2019-8495",BLACK,NERVOUS
"2019-8496",BLACK,CALM
"2019-8497",BLACK,RELATIVELY CALM
"2019-8498",BLACK,COMPLIANT
"2019-8499",BLACK,RELATIVELY CALM
"2019-8500",WHITE HISPANIC,CALM
"2019-8501",BLACK,"NERVOUS, REFUSING TO PROVIDE PEDIGREE"
"2019-8502",WHITE HISPANIC,CALM
"2019-8503",BLACK,CALM
"2019-8504",BLACK,"NERVOUS, REFUSED TO PROVIDE PEDIGREE"
"2019-8505",WHITE HISPANIC,FINE
"2019-8506",WHITE HISPANIC,CALM RESPECTFUL
"2019-8507",BLACK,CALM AND UNDERSTANDING
"2019-8508",BLACK,CALM
"2019-8509",BLACK,CALM AND COOPERATIVE
"2019-8510",BLACK,CALM
"2019-8511",BLACK,WALKED AWAY
"2019-8512",BLACK,UPSET
"2019-8513",BLACK,COOPERATIVE
"2019-8514",BLACK,CALM
"2019-8515",BLACK,CALM
"2019-8516",BLACK,VERY ANGRY AND HOSTILE
"2019-8517",BLACK,VERY ANGRY AND AGITATED
"2019-8518",BLACK,SAME AS IT WAS PRIOR TO THE STOP AGGRESSIVE AND ANGRY
"2019-8519",BLACK,NERVOUS
"2019-8520",BLACK,AGGRESIVE/AGGITATED/NERVOUS
"2019-8521",BLACK,"CALM, COOPERATIVE"
"2019-8522",BLACK,"CALM, COOPERATIVE"
"2019-8523",WHITE HISPANIC,UPSET
"2019-8524",BLACK,CALM
"2019-8525",BLACK,NERVOUS
"2019-8526",BLACK,CALM
"2019-8527",BLACK,CALM
"2019-8528",BLACK,CALM
"2019-8529",BLACK,CALM
"2019-8530",BLACK,NERVOUS
"2019-8531",BLACK,"NERVOUS, SWEATING,"
"2019-8532",BLACK,CALM
"2019-8533",BLACK,NORMAL
"2019-8534",BLACK,CALM
"2019-8535",BLACK HISPANIC,CALM
"2019-8536",BLACK,CALM
"2019-8538",BLACK,NERVOUS
"2019-8539",BLACK,AGITATED
"2019-8540",BLACK,UNDERSTANDING
"2019-8541",BLACK,CALM
"2019-8542",BLACK,CALM
"2019-8543",WHITE HISPANIC,AGGRESSIVE/VIOLENT
"2019-8545",BLACK HISPANIC,AGRESSIVE
"2019-8546",BLACK,NERVOUS AND EVASIVE
"2019-8547",BLACK,CALM
"2019-8548",BLACK,CALM
"2019-8549",BLACK,CALM
"2019-8550",BLACK,NERVOUS
"2019-8551",WHITE HISPANIC,ANGRY
"2019-8554",BLACK,CALM AND COOPERATIVE
"2019-8555",BLACK,CALM
"2019-8556",BLACK,CALM
"2019-8557",BLACK,NORMAL
"2019-8558",WHITE HISPANIC,NERVOUS
"2019-8559",BLACK,NORMAL
"2019-8560",BLACK,"NERVOUS, ANXIOUS, WORRIED, SWEATY"
"2019-8561",BLACK,"ANXIOUS, NERVOUS"
"2019-8562",BLACK,ANXIOUS / NERVOUS
"2019-8563",BLACK,"UNCOOPERATIVE, AFFERTIVE, HOSTILE"
"2019-8566",BLACK,NERVOUS/AGGRESSIVE/ AGITATED
"2019-8567",BLACK,NERVOUS
"2019-8568",WHITE HISPANIC,CALM
"2019-8569",BLACK,ANXIOUS
"2019-8570",BLACK,NERVOUS
"2019-8572",BLACK HISPANIC,RAPPING
"2019-8573",BLACK,CALM
"2019-8574",BLACK,CALM
"2019-8575",BLACK,COMBATIVE
"2019-8576",BLACK HISPANIC,APPREHENSIVE
"2019-8577",BLACK,AGGRESSIVE
"2019-8579",BLACK HISPANIC,AGGRESSIVE
"2019-8580",BLACK,NERVOUS
"2019-8581",WHITE,CALM
"2019-8582",BLACK,AGITATED
"2019-8583",WHITE HISPANIC,"ANGRY, CURSING"
"2019-8584",BLACK,UNCOOPERATIVE AND HIGHLY COMBATIVE
"2019-8585",BLACK,NERVOUS
"2019-8586",BLACK,NERVOUS
"2019-8587",BLACK,CALM
"2019-8588",BLACK,AGGRESSIVE/AGITATED
"2019-8589",BLACK,INTOXIC/ AGGRESSIVE
"2019-8590",BLACK,COMBATIVE AND PHYSICAL
"2019-8591",BLACK,NERVOUS
"2019-8592",WHITE HISPANIC,UNDERSTANDING
"2019-8593",WHITE HISPANIC,FINE
"2019-8594",BLACK,IRATE
"2019-8595",BLACK,ANGRY
"2019-8596",BLACK,ANNOYED
"2019-8597",BLACK,COOPERATIVE
"2019-8598",BLACK,ANGRY/ COMBATIVE/ THREATENING
"2019-8599",BLACK,NERVOUS/AGGRESSIVE
"2019-8600",BLACK,UPSET
"2019-8602",BLACK,NERVOUS
"2019-8603",BLACK,CALM
"2019-8604",BLACK,CALM
"2019-8605",BLACK,CALM
"2019-8606",BLACK,DRUNK AND ANGRY
"2019-8607",BLACK,CALM
"2019-8608",BLACK,CALM
"2019-8609",BLACK,VERY CALM
"2019-8610",BLACK HISPANIC,TRYING TO FLEE
"2019-8612",BLACK,"AGITATED, ANGRY"
"2019-8613",BLACK,NERVOUS
"2019-8614",BLACK,IRRITATED
"2019-8615",BLACK,COMPLIANT
"2019-8616",BLACK HISPANIC,NERVOUS
"2019-8617",BLACK,NERVOUS
"2019-8618",BLACK,CALM
"2019-8619",BLACK,BELLIGERENT
"2019-8620",BLACK,DEFEATED
"2019-8621",BLACK,NERVOUS
"2019-8622",BLACK,CALM
"2019-8623",BLACK,CALM
"2019-8624",BLACK,NERVOUS AND AGITATED
"2019-8625",BLACK,ANGRY
"2019-8626",BLACK,NERVOUS/ AGGRESSIVE
"2019-8627",WHITE HISPANIC,CALM
"2019-8628",BLACK,"AGGRESIVE, UNCOOPERATIVE"
"2019-8629",WHITE HISPANIC,CALM
"2019-8632",BLACK,COMBATIVE
"2019-8633",BLACK,RESISTED ARREST
"2019-8634","",CALM
"2019-8635",BLACK,CALM COLLECTED
"2019-8636",BLACK,NERVOUS/ CHANGE OF DIRECTION
"2019-8637",BLACK,RELAXED
"2019-8638",BLACK,RELAXED
"2019-8639",BLACK,RELAXED
"2019-8640",BLACK,AGGITATED
"2019-8641",BLACK,AGGITATED
"2019-8642",BLACK,CALM
"2019-8643",BLACK,CALM
"2019-8644",BLACK HISPANIC,CALM
"2019-8645",WHITE HISPANIC,COMBATIVE
"2019-8646",BLACK,UNDERSTANDING OF STOP
"2019-8647",BLACK,COMBATIVE
"2019-8648",BLACK HISPANIC,CALM
"2019-8649",BLACK,CALM
"2019-8651",BLACK,HAPPY/WELL INFORMED
"2019-8652",WHITE HISPANIC,CALM
"2019-8653",WHITE HISPANIC,CALM
"2019-8654",BLACK,CLAM
"2019-8655",BLACK,CALM
"2019-8656",BLACK,AGITATED
"2019-8657",WHITE HISPANIC,NORMAL
"2019-8658",BLACK,CALM
"2019-8659",BLACK,"NERVOUS, EVASIVE,"
"2019-8660",BLACK,"AGGRESSIVE, AGITATED"
"2019-8661",BLACK,CALM
"2019-8662",BLACK,CALM
"2019-8663",BLACK,AGITATED
"2019-8664",WHITE HISPANIC,CALM
"2019-8665",WHITE,UPSET
"2019-8666",BLACK,INTOXICATED / COOPERATIVE
"2019-8667",BLACK HISPANIC,CALM
"2019-8668",BLACK,AGITATED
"2019-8669",BLACK,AGITATED
"2019-8670",WHITE HISPANIC,"CALM, APOLOGETIC, UNDERSTANDING"
"2019-8671",WHITE HISPANIC,CALM
"2019-8673",BLACK,"SWEATING, NERVOUS, TALKATIVE"
"2019-8674",BLACK,"SWEATING, NERVOUS, TALKATIVE"
"2019-8675",WHITE HISPANIC,NERVOUS/AGITATED
"2019-8676",BLACK,EXTREMELY NERVOUS
"2019-8677",BLACK,CALM
"2019-8679",BLACK,NERVOUS
"2019-8680",BLACK,HOSTILE
"2019-8681",BLACK,CALM
"2019-8682",BLACK,CALM
"2019-8683",BLACK,CALM
"2019-8684",BLACK,CALM
"2019-8685",BLACK,CALM
"2019-8686",BLACK,CALM
"2019-8687",BLACK,NERVOUS
"2019-8688",BLACK HISPANIC,NERVOUS
"2019-8689",BLACK,COMBATIVE
"2019-8690",BLACK,SUSPECT WAS CONFUSED TALKING ON HIS CELL PHONE
"2019-8691",BLACK,AGITATED
"2019-8692",WHITE HISPANIC,CALM
"2019-8693",WHITE HISPANIC,CALM
"2019-8694",WHITE HISPANIC,AGITATED  UNCOOPERATIVE DECEPTIVE
"2019-8695",BLACK,EVASIVE
"2019-8696",WHITE HISPANIC,CALM
"2019-8697",WHITE HISPANIC,UPSET
"2019-8698",BLACK,CALM
"2019-8699",BLACK,OK
"2019-8700",BLACK,ANGRY
"2019-8702",WHITE HISPANIC,FINE CONTENT
"2019-8703",BLACK,IRATE
"2019-8706",BLACK HISPANIC,CALM
"2019-8708",BLACK,CALM
"2019-8709",BLACK,UNCOOPERATIVE AND ANGRY
"2019-8710",BLACK,COMBATIVE
"2019-8711",BLACK,"COMBATIVE, UNCOOPERATIVE"
"2019-8712",BLACK,CALM AND COOPERATIVE
"2019-8713",BLACK,CALM AND COOPERATIVE
"2019-8714",BLACK,CALM AND COOPERATIVE
"2019-8715",BLACK,CALM AND COOPERATIVE
"2019-8716",BLACK,CALM AND COOPERATIVE
"2019-8717",BLACK,CALM
"2019-8718",BLACK,ANGRY
"2019-8719",WHITE HISPANIC,UNCOOPERATIVE/ DISORDERLY/ AGGITATED
"2019-8722",BLACK,NERVOUS
"2019-8723",BLACK,UPSET
"2019-8725",BLACK,BELIGERANT AND AGGRESSIVE
"2019-8726",BLACK,CALM
"2019-8727",BLACK,CALM
"2019-8728",BLACK,COMBATIVE
"2019-8729",WHITE HISPANIC,NERVOUS
"2019-8730",BLACK,"NON COMPLIANT,"
"2019-8731",BLACK,AGITATED
"2019-8732",BLACK,FINE
"2019-8733",BLACK,AGITATED
"2019-8734",BLACK,ANGRY
"2019-8735",BLACK,UNDERSTANDING
"2019-8736",BLACK HISPANIC,CALM
"2019-8737",BLACK,CALM
"2019-8738",BLACK,CALM
"2019-8739",BLACK,NERVOUS
"2019-8740",BLACK HISPANIC,UPSET
"2019-8741",BLACK HISPANIC,UPSET
"2019-8744",BLACK,"OUT OF BREATH, SCARED"
"2019-8745",BLACK HISPANIC,CALM
"2019-8746",BLACK HISPANIC,CALM
"2019-8747",BLACK,HOSTILE
"2019-8748",WHITE,CALM
"2019-8749",BLACK HISPANIC,AGITATED
"2019-8750",BLACK,"IRRITATED, AGITATED"
"2019-8751",WHITE HISPANIC,CALM AND COOPERATIVE
"2019-8752",BLACK,CALM
"2019-8753",BLACK,CALM
"2019-8754",BLACK,CALM
"2019-8755",BLACK,NERVOUS/AGITATED
"2019-8756",WHITE HISPANIC,CALM
"2019-8757",BLACK,COMBATIVE
"2019-8758",BLACK,"COMBATIVE, UNCOOPERATIVE"
"2019-8759",BLACK,NERVOUS
"2019-8760",BLACK,CALM
"2019-8761",BLACK,CALM
"2019-8762",BLACK,CALM
"2019-8763",BLACK,AGITATED
"2019-8764",BLACK,UPSET
"2019-8765",BLACK,CALM
"2019-8766",BLACK,CALM
"2019-8767",BLACK,CALM
"2019-8768",BLACK,CALM
"2019-8769",BLACK,CALM
"2019-8771",BLACK,AGGIATED
"2019-8772",BLACK,CALM
"2019-8774",BLACK,ANGRY
"2019-8775",BLACK,NERVOUS
"2019-8776",BLACK,CALM
"2019-8777",WHITE HISPANIC,UPSET
"2019-8778",BLACK,CALM
"2019-8779",BLACK,NERVOUS
"2019-8780",BLACK,CALM
"2019-8781",BLACK HISPANIC,NERVOUS
"2019-8782",WHITE HISPANIC,CALM
"2019-8783",BLACK,UNDERSTANDING
"2019-8784",BLACK,CALM
"2019-8785",WHITE HISPANIC,UPSET
"2019-8786",BLACK,CALM
"2019-8787",WHITE HISPANIC,COOPERATIVE
"2019-8790",BLACK,ANNOYED
"2019-8791",BLACK,ANGRY
"2019-8792",ASIAN / PACIFIC ISLANDER,CALM
"2019-8793",BLACK,CALM
"2019-8795",BLACK,IRRITATED
"2019-8796",BLACK,CALM
"2019-8797",BLACK,CALM
"2019-8798",BLACK,CALM
"2019-8800",BLACK,NORMAL
"2019-8802",BLACK,UPSET AND ANGRY
"2019-8803",WHITE HISPANIC,SLEEPY
"2019-8804",WHITE HISPANIC,AGGRESSIVE
"2019-8805",BLACK,NERVOUS AND FLED LOCATION
"2019-8807",BLACK,IRRATE
"2019-8808",BLACK,CALM AND UNDERSTANDING
"2019-8811",BLACK,CALM
"2019-8812",BLACK,CALM
"2019-8813",BLACK,CALM/COOPERATIVE
"2019-8814",BLACK,RELAXED
"2019-8815",BLACK,CALM
"2019-8816",BLACK,AGITATED/BELLIGERENT/UNCOOPERATIVE
"2019-8817",BLACK,ANNOYED
"2019-8819",BLACK,NERVOUS
"2019-8821",BLACK,NERVOUS
"2019-8822",BLACK,UNDERSTANDING
"2019-8825",BLACK,CALM
"2019-8827",BLACK,NERVOUS CALM COOPERATIVE
"2019-8828",BLACK,ANGRY
"2019-8829",BLACK,DISORDERLY / INTOX
"2019-8830",BLACK,UPSET
"2019-8831",BLACK,COMBATIVE
"2019-8833",BLACK,CALM
"2019-8834",BLACK,VERY NERVIOUS
"2019-8835",BLACK,CALM
"2019-8836",BLACK,CALM
"2019-8837",BLACK,COMBATIVE
"2019-8838",WHITE HISPANIC,NORMAL AND UNDERSTANDING
"2019-8839",BLACK,ANGRY
"2019-8841",WHITE,FRANTIC
"2019-8842",WHITE HISPANIC,UPSET DUE TO DISPUTE WITH GIRLFRIEND
"2019-8843",BLACK,IRATE
"2019-8847",BLACK,CALM
"2019-8849",BLACK,UPSET
"2019-8850",WHITE HISPANIC,CALM
"2019-8851",WHITE HISPANIC,NERVOUS
"2019-8852",BLACK HISPANIC,CALM
"2019-8853",BLACK HISPANIC,HEAVY BRETHING / SWEATING
"2019-8854",BLACK,CALM
"2019-8855",BLACK,OUT OF BREATHE
"2019-8856",BLACK,UPSET
"2019-8857",WHITE HISPANIC,PERSON WAS SWEATING AND NERVOUS
"2019-8858",BLACK,CALM
"2019-8859",BLACK,NERVOUS
"2019-8860",BLACK,CALM AND COOPERATIVE
"2019-8861",BLACK,APPARENTLY NORMAL
"2019-8862",BLACK,APPARENTLY NORMAL
"2019-8863",BLACK HISPANIC,AWARE
"2019-8864",BLACK,CALM
"2019-8865",WHITE HISPANIC,CONFRONTATIONAL
"2019-8866",BLACK HISPANIC,ANNOYED
"2019-8867",BLACK,CALM
"2019-8868",WHITE,NERVOUS
"2019-8869",WHITE,CALM
"2019-8870",BLACK HISPANIC,UPSET
"2019-8871",WHITE,ANGRY/UPSET
"2019-8872",BLACK,AGGRESSIVE
"2019-8873",BLACK,AGGRESSIVE
"2019-8874",WHITE,CALM
"2019-8875",BLACK HISPANIC,ANGRY
"2019-8876",WHITE HISPANIC,COOPERATIVE
"2019-8877",BLACK,CALM
"2019-8878",BLACK,CONCERNED
"2019-8879",BLACK,OUT OF BREATHE AND SWEATING
"2019-8880",BLACK,OUT OF BREATHE SWEATING
"2019-8881",BLACK,APPARENTLY NORMAL
"2019-8885",BLACK,UNK
"2019-8886",BLACK,UNDERSTANDING
"2019-8887",BLACK,CALM
"2019-8888",WHITE,NERVOUS
"2019-8889",BLACK,ATTEMPT TO FLEE
"2019-8892",WHITE,CALM
"2019-8893",WHITE,CALM
"2019-8894",BLACK,ACTING NORMAL
"2019-8895",WHITE HISPANIC,UPSET
"2019-8896",BLACK,IRRATE
